"drug1","drug2","type"
"FERROUS FUMARATE","LEVODOPA","SIGNIFICANT"
"FERROUS FUMARATE","LEVOFLOXACIN","SIGNIFICANT"
"FERROUS FUMARATE","MINOCYCLINE","SIGNIFICANT"
"FERROUS FUMARATE","MOXIFLOXACIN","SIGNIFICANT"
"FERROUS FUMARATE","NORFLOXACIN","SIGNIFICANT"
"FERROUS FUMARATE","OFLOXACIN","SIGNIFICANT"
"FERROUS GLUCONATE","GATIFLOXACIN","SIGNIFICANT"
"FERROUS GLUCONATE","LEVODOPA","SIGNIFICANT"
"FERROUS GLUCONATE","LEVOFLOXACIN","SIGNIFICANT"
"FERROUS GLUCONATE","MINOCYCLINE","SIGNIFICANT"
"FERROUS GLUCONATE","MOXIFLOXACIN","SIGNIFICANT"
"FERROUS GLUCONATE","NORFLOXACIN","SIGNIFICANT"
"FERROUS GLUCONATE","OFLOXACIN","SIGNIFICANT"
"FERROUS OXIDE","LEVODOPA","SIGNIFICANT"
"FERROUS OXIDE","MINOCYCLINE","SIGNIFICANT"
"FERROUS SULFATE","GATIFLOXACIN","SIGNIFICANT"
"FERROUS SULFATE","LEVODOPA","SIGNIFICANT"
"FERROUS SULFATE","LEVOFLOXACIN","SIGNIFICANT"
"FERROUS SULFATE","MINOCYCLINE","SIGNIFICANT"
"FERROUS SULFATE","MOXIFLOXACIN","SIGNIFICANT"
"FERROUS SULFATE","MYCOPHENOLATE","SIGNIFICANT"
"FERROUS SULFATE","NORFLOXACIN","SIGNIFICANT"
"FERROUS SULFATE","OFLOXACIN","SIGNIFICANT"
"FLECAINIDE","PROPRANOLOL","SIGNIFICANT"
"FLECAINIDE","RITONAVIR","SIGNIFICANT"
"FLUCONAZOLE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"FLUCONAZOLE","MIDAZOLAM","SIGNIFICANT"
"FLUCONAZOLE","PHENYTOIN","SIGNIFICANT"
"QUETIAPINE FUMARATE","FLUCONAZOLE","SIGNIFICANT"
"FLUCONAZOLE","SIROLIMUS","SIGNIFICANT"
"FLUCONAZOLE","TACROLIMUS","SIGNIFICANT"
"FLUCONAZOLE","TIPRANAVIR","SIGNIFICANT"
"FLUCONAZOLE","TRIAZOLAM","SIGNIFICANT"
"FLUCONAZOLE","ZIPRASIDONE","SIGNIFICANT"
"FLUDROCORTISONE","NEOSTIGMINE","SIGNIFICANT"
"FLUDROCORTISONE","PYRIDOSTIGMINE","SIGNIFICANT"
"FLUDROCORTISONE","RIFABUTIN","SIGNIFICANT"
"FLUDROCORTISONE","RIFAMPIN","SIGNIFICANT"
"FLUDROCORTISONE","RIFAPENTINE","SIGNIFICANT"
"FLUOXETINE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"FLUOXETINE","FROVATRIPTAN","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","FLUOXETINE","SIGNIFICANT"
"FLUOXETINE","IMIPRAMINE","SIGNIFICANT"
"FLUOXETINE","LINEZOLID","SIGNIFICANT"
"FLUOXETINE","MEPHENYTOIN","SIGNIFICANT"
"FLUOXETINE","MESORIDAZINE","SIGNIFICANT"
"FLUOXETINE","NARATRIPTAN HYDROCHLORIDE","SIGNIFICANT"
"FLUOXETINE","NORTRIPTYLINE","SIGNIFICANT"
"FLUOXETINE","PHENYTOIN","SIGNIFICANT"
"FLUOXETINE","PROPAFENONE","SIGNIFICANT"
"FLUOXETINE","PROTRIPTYLINE","SIGNIFICANT"
"FLUOXETINE","RISPERIDONE","SIGNIFICANT"
"FLUOXETINE","RIZATRIPTAN","SIGNIFICANT"
"SUMATRIPTAN","FLUOXETINE","SIGNIFICANT"
"FLUOXETINE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"FLUOXETINE","TRIMIPRAMINE","SIGNIFICANT"
"FLUOXETINE","TRYPTOPHAN","SIGNIFICANT"
"FLUOXETINE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"FLUOXETINE","WARFARIN","SIGNIFICANT"
"FLUOXETINE","WARFARIN","SIGNIFICANT"
"FLUOXETINE","ZOLMITRIPTAN","SIGNIFICANT"
"FLUOXYMESTERONE","WARFARIN","SIGNIFICANT"
"FLURAZEPAM","RITONAVIR","SIGNIFICANT"
"FLURBIPROFEN","LITHIUM","SIGNIFICANT"
"FLURBIPROFEN","METHOTREXATE","SIGNIFICANT"
"FLURBIPROFEN","PHENPROCOUMON","SIGNIFICANT"
"FLURBIPROFEN","WARFARIN","SIGNIFICANT"
"FLUTICASONE","WARFARIN","SIGNIFICANT"
"FLUVASTATIN SODIUM","GEMFIBROZIL","SIGNIFICANT"
"FLUVASTATIN SODIUM","NIACIN","SIGNIFICANT"
"FLUVASTATIN SODIUM","PHENYTOIN","SIGNIFICANT"
"FLUVASTATIN SODIUM","WARFARIN","SIGNIFICANT"
"FLUVOXAMINE MALEATE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"FLUVOXAMINE MALEATE","FROVATRIPTAN","SIGNIFICANT"
"FLUVOXAMINE MALEATE","GUARANA","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","FLUVOXAMINE MALEATE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","IMIPRAMINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","LINEZOLID","SIGNIFICANT"
"FLUVOXAMINE MALEATE","MEPHENYTOIN","SIGNIFICANT"
"FLUVOXAMINE MALEATE","MESORIDAZINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","MEXILETINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","NARATRIPTAN HYDROCHLORIDE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","NORTRIPTYLINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","PHENYTOIN","SIGNIFICANT"
"FLUVOXAMINE MALEATE","PIMOZIDE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","PROTRIPTYLINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","RIZATRIPTAN","SIGNIFICANT"
"SUMATRIPTAN","FLUVOXAMINE MALEATE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","TACRINE HYDROCHLORIDE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","THEOPHYLLINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","TRIMIPRAMINE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"FLUVOXAMINE MALEATE","WARFARIN","SIGNIFICANT"
"FLUVOXAMINE MALEATE","ZOLMITRIPTAN","SIGNIFICANT"
"FOSAMPRENAVIR","ITRACONAZOLE","SIGNIFICANT"
"FOSAMPRENAVIR","LIDOCAINE","SIGNIFICANT"
"FOSAMPRENAVIR","METHADONE","SIGNIFICANT"
"FOSAMPRENAVIR","PIMOZIDE","SIGNIFICANT"
"FOSAMPRENAVIR","QUINIDINE","SIGNIFICANT"
"FOSAMPRENAVIR","RIFABUTIN","SIGNIFICANT"
"FOSAMPRENAVIR","SILDENAFIL CITRATE","SIGNIFICANT"
"FOSAMPRENAVIR","TACROLIMUS","SIGNIFICANT"
"FOSAMPRENAVIR","TRIAZOLAM","SIGNIFICANT"
"FOSAMPRENAVIR","VARDENAFIL","SIGNIFICANT"
"FOSAMPRENAVIR","VARDENAFIL","SIGNIFICANT"
"FOSCARNET","GENTAMICIN","SIGNIFICANT"
"FOSCARNET","PENTAMIDINE","SIGNIFICANT"
"FOSCARNET","TOBRAMYCIN","SIGNIFICANT"
"FOSINOPRIL","LITHIUM","SIGNIFICANT"
"FOSINOPRIL","POTASSIUM","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","IRINOTECAN HYDROCHLORIDE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","ITRACONAZOLE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","MESTRANOL","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","METHADONE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","METYRAPONE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","MEXILETINE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","NORETHINDRONE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","NORGESTIMATE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","PHENPROCOUMON","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","QUETIAPINE FUMARATE","SIGNIFICANT"
"QUETIAPINE FUMARATE","FOSPHENYTOIN SODIUM","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","SULFAMETHOXAZOLE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","THEOPHYLLINE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","TICLOPIDINE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","TRIAMTERENE","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","TRIMETHOPRIM","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","VALPROIC ACID","SIGNIFICANT"
"FOSPHENYTOIN SODIUM","WARFARIN","SIGNIFICANT"
"FROVATRIPTAN","SIBUTRAMINE HYDROCHLORIDE","SIGNIFICANT"
"FROVATRIPTAN","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"FUROSEMIDE","GENTAMICIN","SIGNIFICANT"
"FUROSEMIDE","KANAMYCIN","SIGNIFICANT"
"FUROSEMIDE","LITHIUM","SIGNIFICANT"
"FUROSEMIDE","NETILMICIN","SIGNIFICANT"
"FUROSEMIDE","STREPTOMYCIN","SIGNIFICANT"
"FUROSEMIDE","TOBRAMYCIN","SIGNIFICANT"
"GALLAMINE TRIETHIODIDE","GENTAMICIN","SIGNIFICANT"
"GALLAMINE TRIETHIODIDE","KANAMYCIN","SIGNIFICANT"
"GALLAMINE TRIETHIODIDE","NEOMYCIN","SIGNIFICANT"
"GALLAMINE TRIETHIODIDE","NETILMICIN","SIGNIFICANT"
"GALLAMINE TRIETHIODIDE","STREPTOMYCIN","SIGNIFICANT"
"GALLAMINE TRIETHIODIDE","TOBRAMYCIN","SIGNIFICANT"
"RITONAVIR","GARLIC OIL","SIGNIFICANT"
"GATIFLOXACIN","IRON","SIGNIFICANT"
"GATIFLOXACIN","MAGNESIUM","SIGNIFICANT"
"GATIFLOXACIN","PERPHENAZINE","SIGNIFICANT"
"GATIFLOXACIN","PROCAINAMIDE","SIGNIFICANT"
"GATIFLOXACIN","QUINIDINE","SIGNIFICANT"
"GATIFLOXACIN","SOTALOL","SIGNIFICANT"
"GATIFLOXACIN","SUCRALFATE","SIGNIFICANT"
"GATIFLOXACIN","WARFARIN","SIGNIFICANT"
"GATIFLOXACIN","ZINC","SIGNIFICANT"
"GEFITINIB","RIFAMPIN","SIGNIFICANT"
"GEMFIBROZIL","LOVASTATIN","SIGNIFICANT"
"GEMFIBROZIL","PIOGLITAZONE HCL","SIGNIFICANT"
"GEMFIBROZIL","PRAVASTATIN","SIGNIFICANT"
"GEMFIBROZIL","REPAGLINIDE","SIGNIFICANT"
"ROSUVASTATIN","GEMFIBROZIL","SIGNIFICANT"
"GEMFIBROZIL","SIMVASTATIN","SIGNIFICANT"
"GEMFIBROZIL","WARFARIN","SIGNIFICANT"
"WARFARIN","GEMFIBROZIL","SIGNIFICANT"
"GENTAMICIN","METOCURINE IODIDE","SIGNIFICANT"
"GENTAMICIN","MIVACURIUM","SIGNIFICANT"
"GENTAMICIN","PANCURONIUM","SIGNIFICANT"
"GENTAMICIN","PENTAMIDINE","SIGNIFICANT"
"GENTAMICIN","PIPECURONIUM","SIGNIFICANT"
"GENTAMICIN","ROCURONIUM BROMIDE","SIGNIFICANT"
"GENTAMICIN","SUCCINYLCHOLINE","SIGNIFICANT"
"GENTAMICIN","TORSEMIDE","SIGNIFICANT"
"GENTAMICIN","TUBOCURARINE","SIGNIFICANT"
"GENTAMICIN","VECURONIUM","SIGNIFICANT"
"GLIMEPIRIDE","VORICONAZOLE","SIGNIFICANT"
"GLIPIZIDE","LEVOFLOXACIN","SIGNIFICANT"
"GLIPIZIDE","RIFAMPIN","SIGNIFICANT"
"GLIPIZIDE","VORICONAZOLE","SIGNIFICANT"
"GLYBURIDE","LEVOFLOXACIN","SIGNIFICANT"
"GLYBURIDE","RIFAMPIN","SIGNIFICANT"
"GLYBURIDE","SULFAMETHOXAZOLE","SIGNIFICANT"
"GLYBURIDE","VORICONAZOLE","SIGNIFICANT"
"WARFARIN","GLYBURIDE","SIGNIFICANT"
"ITRACONAZOLE","GRAPEFRUIT EXTRACT","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","LOVASTATIN","SIGNIFICANT"
"NIACIN","GRAPEFRUIT EXTRACT","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","NIFEDIPINE","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","NISOLDIPINE","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","SAQUINAVIR","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","SILDENAFIL CITRATE","SIGNIFICANT"
"GRAPEFRUIT EXTRACT","SIMVASTATIN","SIGNIFICANT"
"GRISEOFULVIN","LEVONORGESTREL","SIGNIFICANT"
"GRISEOFULVIN","MESTRANOL","SIGNIFICANT"
"GRISEOFULVIN","NORELGESTROMIN","SIGNIFICANT"
"GRISEOFULVIN","NORETHINDRONE","SIGNIFICANT"
"GRISEOFULVIN","NORETHYNODREL","SIGNIFICANT"
"GRISEOFULVIN","NORGESTIMATE","SIGNIFICANT"
"GRISEOFULVIN","NORGESTREL","SIGNIFICANT"
"GRISEOFULVIN","WARFARIN","SIGNIFICANT"
"GUARANA","LITHIUM","SIGNIFICANT"
"HALAZEPAM","RITONAVIR","SIGNIFICANT"
"QUETIAPINE FUMARATE","HALOPERIDOL","SIGNIFICANT"
"HALOPERIDOL","RIFAMPIN","SIGNIFICANT"
"HALOPERIDOL","TACRINE HYDROCHLORIDE","SIGNIFICANT"
"HALOTHANE","LABETALOL","SIGNIFICANT"
"MEMANTINE","HYDROCHLOROTHIAZIDE","SIGNIFICANT"
"PENTAZOCINE","HYDROCODONE","SIGNIFICANT"
"HYDROCORTISONE","NEOSTIGMINE","SIGNIFICANT"
"HYDROCORTISONE","PYRIDOSTIGMINE","SIGNIFICANT"
"HYDROCORTISONE","RIFABUTIN","SIGNIFICANT"
"HYDROCORTISONE","RIFAMPIN","SIGNIFICANT"
"HYDROCORTISONE","RIFAPENTINE","SIGNIFICANT"
"PENTAZOCINE","HYDROMORPHONE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","TOLCAPONE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","VORICONAZOLE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","OMEPRAZOLE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SUNITINIB","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","INDINAVIR SULFATE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","IRINOTECAN HYDROCHLORIDE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","NELFINAVIR MESYLATE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","NEVIRAPINE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","PAROXETINE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","RITONAVIR","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SAQUINAVIR","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","SERTRALINE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"HYPERICUM PERFORATUM (ST. JOHN'S WORT)","WARFARIN","SIGNIFICANT"
"IBUPROFEN","LITHIUM","SIGNIFICANT"
"IBUPROFEN","METHOTREXATE","SIGNIFICANT"
"IBUPROFEN","PHENPROCOUMON","SIGNIFICANT"
"IBUPROFEN","WARFARIN","SIGNIFICANT"
"IBUTILIDE FUMARATE","VARDENAFIL","SIGNIFICANT"
"IMATINIB","PHENYTOIN","SIGNIFICANT"
"IMATINIB","RIFAMPIN","SIGNIFICANT"
"IMIPRAMINE","PAROXETINE","SIGNIFICANT"
"IMIPRAMINE","RIFABUTIN","SIGNIFICANT"
"IMIPRAMINE","RIFAMPIN","SIGNIFICANT"
"IMIPRAMINE","RIFAPENTINE","SIGNIFICANT"
"IMIPRAMINE","SELEGILINE","SIGNIFICANT"
"IMIPRAMINE","THIORIDAZINE","SIGNIFICANT"
"INDINAVIR SULFATE","ITRACONAZOLE","SIGNIFICANT"
"INDINAVIR SULFATE","KETOCONAZOLE","SIGNIFICANT"
"INDINAVIR SULFATE","MIDAZOLAM","SIGNIFICANT"
"INDINAVIR SULFATE","OMEPRAZOLE","SIGNIFICANT"
"INDINAVIR SULFATE","QUINIDINE","SIGNIFICANT"
"INDINAVIR SULFATE","RIFABUTIN","SIGNIFICANT"
"INDINAVIR SULFATE","SILDENAFIL CITRATE","SIGNIFICANT"
"INDINAVIR SULFATE","SUNITINIB","SIGNIFICANT"
"INDINAVIR SULFATE","TADALAFIL","SIGNIFICANT"
"INDINAVIR SULFATE","TRIAZOLAM","SIGNIFICANT"
"INDINAVIR SULFATE","VARDENAFIL","SIGNIFICANT"
"INDOMETHACIN","IRBESARTAN","SIGNIFICANT"
"INDOMETHACIN","LITHIUM","SIGNIFICANT"
"INDOMETHACIN","LOSARTAN","SIGNIFICANT"
"INDOMETHACIN","METHOTREXATE","SIGNIFICANT"
"INDOMETHACIN","MOEXIPRIL HYDROCHLORIDE","SIGNIFICANT"
"INDOMETHACIN","PHENPROCOUMON","SIGNIFICANT"
"INDOMETHACIN","TELMISARTAN","SIGNIFICANT"
"INDOMETHACIN","TRANDOLAPRIL","SIGNIFICANT"
"INDOMETHACIN","VALSARTAN","SIGNIFICANT"
"INDOMETHACIN","WARFARIN","SIGNIFICANT"
"INFLUENZA VIRUS,LIVE","SUNITINIB","SIGNIFICANT"
"INTERFERON","ZIDOVUDINE","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IODAMIDE MEGLUMINE","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IODIPAMIDE MEGLUMINE","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IODIXANOL","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IODOHIPPURATE SODIUM,I-123","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IODOHIPPURATE SODIUM,I-131","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IODOQUINOL","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IOHEXOL","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IOPAMIDOL","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IOPROMIDE","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IOVERSOL","SIGNIFICANT"
"METFORMIN HYDROCHLORIDE","IOXAGLATE","SIGNIFICANT"
"IRBESARTAN","LITHIUM","SIGNIFICANT"
"IRBESARTAN","POTASSIUM","SIGNIFICANT"
"IRBESARTAN","SPIRONOLACTONE","SIGNIFICANT"
"IRBESARTAN","TRIAMTERENE","SIGNIFICANT"
"IRINOTECAN HYDROCHLORIDE","PHENYTOIN","SIGNIFICANT"
"IRON","LEVODOPA","SIGNIFICANT"
"IRON","LEVOFLOXACIN","SIGNIFICANT"
"IRON","LEVOTHYROXINE SODIUM","SIGNIFICANT"
"IRON","LOMEFLOXACIN","SIGNIFICANT"
"IRON","MINOCYCLINE","SIGNIFICANT"
"IRON","MOXIFLOXACIN","SIGNIFICANT"
"IRON","MYCOPHENOLATE","SIGNIFICANT"
"IRON","NORFLOXACIN","SIGNIFICANT"
"IRON","OFLOXACIN","SIGNIFICANT"
"IRON","SOYBEAN","SIGNIFICANT"
"ISOCARBOXAZID","LEVODOPA","SIGNIFICANT"
"ISOCARBOXAZID","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"ZOLMITRIPTAN","ISOCARBOXAZID","SIGNIFICANT"
"ISOFLURANE","LABETALOL","SIGNIFICANT"
"ISOMETHEPTENE MUCATE","PARGYLINE","SIGNIFICANT"
"ISOMETHEPTENE MUCATE","PHENELZINE","SIGNIFICANT"
"ISOMETHEPTENE MUCATE","TRANYLCYPROMINE","SIGNIFICANT"
"ISONIAZID","LEVODOPA","SIGNIFICANT"
"ISRADIPINE","ITRACONAZOLE","SIGNIFICANT"
"ITRACONAZOLE","LANSOPRAZOLE","SIGNIFICANT"
"ITRACONAZOLE","MAGALDRATE","SIGNIFICANT"
"ITRACONAZOLE","MAGNESIUM","SIGNIFICANT"
"ITRACONAZOLE","MEPHENYTOIN","SIGNIFICANT"
"ITRACONAZOLE","MIDAZOLAM","SIGNIFICANT"
"ITRACONAZOLE","NIFEDIPINE","SIGNIFICANT"
"ITRACONAZOLE","NIZATIDINE","SIGNIFICANT"
"ITRACONAZOLE","OMEPRAZOLE","SIGNIFICANT"
"ITRACONAZOLE","PHENYTOIN","SIGNIFICANT"
"ITRACONAZOLE","QUETIAPINE FUMARATE","SIGNIFICANT"
"QUETIAPINE FUMARATE","ITRACONAZOLE","SIGNIFICANT"
"ITRACONAZOLE","QUINIDINE","SIGNIFICANT"
"ITRACONAZOLE","RABEPRAZOLE NA","SIGNIFICANT"
"ITRACONAZOLE","RANITIDINE","SIGNIFICANT"
"ITRACONAZOLE","REPAGLINIDE","SIGNIFICANT"
"ITRACONAZOLE","RISPERIDONE","SIGNIFICANT"
"ITRACONAZOLE","RITONAVIR","SIGNIFICANT"
"ITRACONAZOLE","SILDENAFIL CITRATE","SIGNIFICANT"
"ITRACONAZOLE","SIROLIMUS","SIGNIFICANT"
"ITRACONAZOLE","SODIUM BICARBONATE","SIGNIFICANT"
"ITRACONAZOLE","SUNITINIB","SIGNIFICANT"
"ITRACONAZOLE","TACROLIMUS","SIGNIFICANT"
"ITRACONAZOLE","TRIAZOLAM","SIGNIFICANT"
"VARDENAFIL","ITRACONAZOLE","SIGNIFICANT"
"ITRACONAZOLE","ZIPRASIDONE","SIGNIFICANT"
"KANAMYCIN","METOCURINE IODIDE","SIGNIFICANT"
"KANAMYCIN","MIVACURIUM","SIGNIFICANT"
"KANAMYCIN","PANCURONIUM","SIGNIFICANT"
"KANAMYCIN","PIPECURONIUM","SIGNIFICANT"
"KANAMYCIN","ROCURONIUM BROMIDE","SIGNIFICANT"
"KANAMYCIN","SUCCINYLCHOLINE","SIGNIFICANT"
"KANAMYCIN","TORSEMIDE","SIGNIFICANT"
"KANAMYCIN","TUBOCURARINE","SIGNIFICANT"
"KANAMYCIN","VECURONIUM","SIGNIFICANT"
"KETOCONAZOLE","LANSOPRAZOLE","SIGNIFICANT"
"KETOCONAZOLE","MAGALDRATE","SIGNIFICANT"
"KETOCONAZOLE","MAGNESIUM","SIGNIFICANT"
"KETOCONAZOLE","MIDAZOLAM","SIGNIFICANT"
"KETOCONAZOLE","NIZATIDINE","SIGNIFICANT"
"KETOCONAZOLE","OMEPRAZOLE","SIGNIFICANT"
"KETOCONAZOLE","QUETIAPINE FUMARATE","SIGNIFICANT"
"QUETIAPINE FUMARATE","KETOCONAZOLE","SIGNIFICANT"
"KETOCONAZOLE","RANITIDINE","SIGNIFICANT"
"KETOCONAZOLE","RITONAVIR","SIGNIFICANT"
"KETOCONAZOLE","SAQUINAVIR","SIGNIFICANT"
"KETOCONAZOLE","SILDENAFIL CITRATE","SIGNIFICANT"
"KETOCONAZOLE","SIROLIMUS","SIGNIFICANT"
"KETOCONAZOLE","SODIUM BICARBONATE","SIGNIFICANT"
"KETOCONAZOLE","SOLIFENACIN SUCCINATE","SIGNIFICANT"
"KETOCONAZOLE","SUNITINIB","SIGNIFICANT"
"KETOCONAZOLE","TACROLIMUS","SIGNIFICANT"
"KETOCONAZOLE","TRAZODONE","SIGNIFICANT"
"KETOCONAZOLE","TRIAZOLAM","SIGNIFICANT"
"VARDENAFIL","KETOCONAZOLE","SIGNIFICANT"
"KETOCONAZOLE","VENLAFAXINE HYDROCHLORIDE","SIGNIFICANT"
"KETOCONAZOLE","ZIPRASIDONE","SIGNIFICANT"
"KETOCONAZOLE","ZOLPIDEM TARTRATE","SIGNIFICANT"
"KETOPROFEN","LITHIUM","SIGNIFICANT"
"KETOPROFEN","METHOTREXATE","SIGNIFICANT"
"KETOPROFEN","PHENPROCOUMON","SIGNIFICANT"
"KETOPROFEN","WARFARIN","SIGNIFICANT"
"KETOROLAC TROMETHAMINE","METHOTREXATE","SIGNIFICANT"
"KETOROLAC TROMETHAMINE","PHENPROCOUMON","SIGNIFICANT"
"KETOROLAC TROMETHAMINE","WARFARIN","SIGNIFICANT"
"LABETALOL","METHOXYFLURANE","SIGNIFICANT"
"LABETALOL","SEVOFLURANE","SIGNIFICANT"
"LAMIVUDINE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"LAMOTRIGINE","LEVONORGESTREL","SIGNIFICANT"
"LAMOTRIGINE","MESTRANOL","SIGNIFICANT"
"LAMOTRIGINE","NORELGESTROMIN","SIGNIFICANT"
"LAMOTRIGINE","NORETHINDRONE","SIGNIFICANT"
"LAMOTRIGINE","NORETHYNODREL","SIGNIFICANT"
"LAMOTRIGINE","NORGESTIMATE","SIGNIFICANT"
"LAMOTRIGINE","NORGESTREL","SIGNIFICANT"
"LAMOTRIGINE","OXCARBAZEPINE","SIGNIFICANT"
"LAMOTRIGINE","RIFAMPIN","SIGNIFICANT"
"LAMOTRIGINE","VALPROIC ACID","SIGNIFICANT"
"LANSOPRAZOLE","RABEPRAZOLE NA","SIGNIFICANT"
"LANSOPRAZOLE","TACROLIMUS","SIGNIFICANT"
"LANSOPRAZOLE","ZALCITABINE (DIDEOXYCYTIDINE,ddC)","SIGNIFICANT"
"LEFLUNOMIDE","WARFARIN","SIGNIFICANT"
"LEVAMISOLE","PHENPROCOUMON","SIGNIFICANT"
"LEVAMISOLE","WARFARIN","SIGNIFICANT"
"LEVODOPA","PHENELZINE","SIGNIFICANT"
"LEVODOPA","TRANYLCYPROMINE","SIGNIFICANT"
"LEVOFLOXACIN","MAGALDRATE","SIGNIFICANT"
"LEVOFLOXACIN","MAGNESIUM","SIGNIFICANT"
"LEVOFLOXACIN","SUCRALFATE","SIGNIFICANT"
"LEVOFLOXACIN","WARFARIN","SIGNIFICANT"
"LEVOFLOXACIN","ZINC","SIGNIFICANT"
"LEVOMETHADYL","NALTREXONE","SIGNIFICANT"
"LEVOMETHADYL","PENTAZOCINE","SIGNIFICANT"
"LEVOMETHADYL","PHENOBARBITAL","SIGNIFICANT"
"LEVOMETHADYL","TRAMADOL HYDROCHLORIDE","SIGNIFICANT"
"LEVOMETHADYL","ZIDOVUDINE","SIGNIFICANT"
"LEVONORGESTREL","MODAFINIL","SIGNIFICANT"
"LEVONORGESTREL","NELFINAVIR MESYLATE","SIGNIFICANT"
"LEVONORGESTREL","NEVIRAPINE","SIGNIFICANT"
"LEVONORGESTREL","RIFABUTIN","SIGNIFICANT"
"LEVONORGESTREL","RIFAMPIN","SIGNIFICANT"
"LEVONORGESTREL","RIFAPENTINE","SIGNIFICANT"
"LEVONORGESTREL","RITONAVIR","SIGNIFICANT"
"RITONAVIR","LEVONORGESTREL","SIGNIFICANT"
"LEVOTHYROXINE SODIUM","PHENPROCOUMON","SIGNIFICANT"
